3.5540	3.2216
4.4805	1.3715
3.6940	3.7024
4.4596	3.3698
3.4258	3.7957
2.5913	0.5034
0.2790	2.9367
0.3400	0.7922
0.3794	2.2071
3.2545	3.1343
1.0611	0.4341
2.9147	4.7453
1.8939	2.3486
2.2167	1.7564
1.1275	1.9903
1.4294	1.8787
3.1605	3.1448
4.2708	1.8254
1.1628	0.5373
2.0455	3.4598
2.4499	3.3269
3.1475	1.0996
3.0482	0.2856
2.1237	2.7064
2.8527	4.0699
3.0648	3.1576
3.8827	4.1992
1.0326	2.9865
4.5708	0.3096
0.4504	2.3171
0.7094	4.9853
3.1812	4.6241
1.0670	2.0617
1.4557	4.3091
4.5251	4.7792
3.8717	3.5251
4.7813	4.5492
3.9225	0.7140
4.9092	2.0003
1.2854	4.1844
4.9213	0.5712
1.0498	2.4204
2.8067	3.6539
2.3180	1.6904
1.5840	4.3572
2.4591	2.8525
1.9103	2.3986
3.4166	1.2355
0.6368	1.9349
1.6800	0.7157
0.5554	4.8592
4.7931	3.2218
1.2630	1.4043
2.7574	4.2272
4.6413	4.1578
1.6074	1.6613
3.3048	4.4057
0.4173	4.8267
2.9111	4.9141
4.8225	2.8429
2.7355	0.4492
3.3148	3.5977
4.7142	3.3108
4.3250	0.2951
3.6994	0.8949
3.7779	1.7140
3.1586	4.2374
0.4245	4.0197
4.1917	3.7203
3.3181	3.4273
3.4390	3.4809
4.7613	2.8433
4.2223	4.3989
1.0524	3.5485
4.3831	2.3351
1.8493	3.7685
1.6816	2.6714
4.3637	4.4417
2.8463	4.8813
2.4410	4.6778
3.9449	3.7679
2.5852	0.7987
3.9350	4.2663
0.3658	1.7445
2.6030	0.8125
2.2890	0.1589
2.0948	4.2200
4.0776	1.0293
3.7957	4.8585
0.9205	4.9500
4.7606	4.9508
4.3204	4.3358
4.3270	3.9590
0.1745	3.1969
1.6499	3.3858
4.4278	2.1490
0.5057	0.8542
2.8426	2.0699
1.5104	1.7882
2.0640	1.1038
4.7110	4.3104
1.8379	0.9632
3.8601	2.2404
4.2932	1.0961
4.9958	4.3600
0.6580	4.2735
1.0730	3.5011
2.6475	4.5732
2.4752	2.7255
1.2941	3.4310
0.2214	2.6266
4.8584	1.0341
0.5854	4.2384
3.3859	2.2602
4.3830	3.9715
1.9183	4.3986
4.9584	0.6733
3.3398	1.6601
0.1389	1.7797
0.7059	1.6239
3.3919	2.6261
1.2740	1.0920
2.0946	3.9749
1.6255	1.8739
2.3045	2.1022
0.9734	2.4433
0.1532	3.7973
0.1710	0.9337
2.7242	3.8723
1.5311	1.3285
2.3265	4.3186
2.4794	4.5328
2.5084	4.2489
3.6224	3.6196
2.2391	3.2618
4.3959	3.2358
0.9969	4.2400
2.2684	1.6743
3.6846	0.1510
3.9321	4.3305
4.1980	4.2413
4.1887	4.5579
0.5372	1.4676
4.8609	0.3874
4.1116	2.7283
3.5985	3.8106
3.1185	4.0047
2.9113	3.4421
0.2312	3.5586
2.4059	0.0935
3.0964	4.1658
1.9394	4.7875
2.9109	3.6015
0.2325	1.9033
3.7225	1.2554
1.1386	2.1822
1.5892	4.2663
1.6007	2.5902
3.4476	3.5294
2.2262	0.8035
2.1141	3.8423
0.5242	2.8422
0.9343	3.0073
3.8133	0.2571
0.1802	0.6341
2.2788	1.7793
4.4801	1.0278
2.0846	1.5797
2.4164	2.9877
0.3325	3.0961
3.9488	4.2352
1.3647	0.8648
0.1573	2.6682
4.8617	4.0730
0.2065	1.6683
2.1974	1.7818
4.9719	2.7216
2.6650	2.8198
3.0463	4.4607
4.0321	0.2614
0.0533	0.7285
0.5259	3.2782
4.4996	2.5135
0.5649	0.7995
3.7214	0.1046
3.1355	1.8824
0.7606	3.1731
4.5759	0.5521
3.6067	4.0348
1.3283	1.6342
1.6138	2.9224
1.0799	3.6674
3.6551	4.2494
0.2742	4.2313
3.1145	1.1992
2.1470	1.6686
2.4794	2.1339
1.0283	0.1063
2.7550	2.5766
2.3700	3.7689
1.0050	4.3544
1.1510	2.0007
3.8356	2.7272
0.8747	2.9831
3.5466	3.0646
2.6574	4.9834
3.9966	4.2515
1.4080	4.6201
0.0821	1.2685
4.0168	3.9742
0.7029	4.8541
4.7962	2.8721
1.2834	2.6444
4.1125	3.9871
3.1468	4.0819
3.6755	1.8062
2.2116	4.5653
1.2159	2.8436
1.1498	4.7362
1.8290	1.5250
0.9828	0.1371
2.0621	4.2048
4.2933	4.3636
3.4133	1.2473
4.6294	2.5822
2.5951	2.7785
0.2470	1.0886
2.0748	4.3954
2.2557	2.3153
1.0706	1.9404
2.8572	2.9925
4.9123	2.5113
3.6249	0.4202
2.2779	2.1518
4.9298	0.5573
2.0009	0.9986
2.4266	0.4494
0.9283	1.9736
2.5245	1.0650
1.7839	0.3819
3.5466	2.5334
2.9151	3.1492
4.5532	1.7650
4.4678	2.4283
1.9524	2.1245
2.1024	2.1394
0.7245	1.2648
2.5088	2.4322
2.5118	1.7046
4.8077	2.7266
0.8286	1.5351
1.5459	0.8837
1.1273	0.7655
2.7050	3.6903
0.2256	4.3150
3.3636	3.4403
4.2009	4.0180
4.0176	2.4094
3.3876	2.5096
2.4219	1.7000
1.7857	0.0620
0.9110	3.8080
1.1077	4.1958
4.4066	2.2609
2.1151	0.5039
3.5963	3.2284
3.7760	4.6443
0.5457	0.6567
1.9657	3.6808
2.8186	3.1393
0.6255	4.1792
1.2869	1.4842
3.2369	0.5537
1.3726	4.7954
1.0264	1.2252
1.2630	3.5835
1.2726	3.2120
0.8419	3.9775
2.9251	2.5464
3.3770	4.8236
2.2356	4.4129
1.5689	0.0149
2.6027	2.8325
0.0823	0.3585
3.1091	3.0334
1.5434	1.1798
4.2620	1.3637
3.6240	2.4654
3.3461	0.2309
0.7741	4.9970
0.2731	3.0414
2.5443	4.2685
3.3521	2.4985
2.9696	3.5362
3.2044	1.0962
2.4799	4.4353
4.5695	3.9832
0.7459	2.9928
3.6246	3.2625
1.7840	4.9819
2.6281	4.3217
2.6283	3.4812
2.9349	3.9669
3.1913	0.2597
4.1795	4.2516
2.5882	1.2310
3.2036	3.1993
3.6492	2.5366
3.7221	3.9269
4.0719	2.4123
0.4748	1.7728
0.7522	0.2289
3.7195	0.9191
3.2566	0.5588
2.2724	2.7898
3.1396	3.7209
2.2997	4.7186
1.3040	1.2615
4.2507	2.9817
4.4000	1.5989
2.7388	1.4293
1.3529	0.0988
2.6235	0.3084
4.1668	0.2191
2.3476	4.2617
4.0111	0.7447
3.3775	2.2561
0.3356	0.1994
0.5580	2.1446
2.5488	0.6602
5.9430	5.8192
5.5565	5.8886
5.8716	5.9973
5.6896	5.9229
5.5173	5.6975
5.9376	5.9604
5.5916	5.8924
5.7669	5.9647
5.9509	5.6247
5.9183	5.8848
5.6059	5.9502
5.9583	5.9395
5.6480	5.6963
5.7741	5.7699
5.9261	5.9998
5.9477	5.5193
5.8569	5.9026
5.8834	5.9612
5.7397	5.6187
5.9942	5.5087
5.6553	5.6431
5.8179	5.8241
5.5294	5.7035
5.7129	5.9956
5.9951	5.6027
5.7585	5.6034
5.9267	5.6837
5.6661	5.6363
5.8916	5.9590
5.7786	5.8201
5.7260	5.8159
5.8110	5.9288
5.8843	5.9757
5.5314	5.6429
5.9258	5.8318
5.9081	5.5494
5.8242	5.6200
5.6600	5.9501
5.5633	5.9457
5.8900	5.9659
5.5104	5.6849
5.5335	5.5256
5.7791	5.7892
5.9485	5.9621
5.9030	5.6171
5.8805	5.8198
5.5861	5.8059
5.8361	5.6277
5.8857	5.9511
5.7172	5.8315
